gene,Cell_ID,Sample,log1TPM,treatment,Polarity,sample_mean_log1TPM,log1RPM,log1RPM_posterior,sample_mean_log1TPM_posterior,Skew,coeff,p_value,q_value,sig,domain
SteCoe_11702,con1,con1A,4.18642940410119,con,A,2.0254266536700314,6.211856057771222,5.57073530528479,2.0293517934182708,0.0544125424307464,0.24395212622387186,0.041775900756192884,0.14692748008469417,True,hypothetical protein
SteCoe_11835,con1,con1A,2.38192748199996,con,A,2.0254266536700314,4.4073541356699915,4.791309575681751,2.0293517934182708,-0.04174034969208996,0.40397074025545177,0.12861975590539576,0.183254595192697,False,CBM_20 domain protein
SteCoe_11968,con1,con1A,1.5184312053020803,con,A,2.0254266536700314,3.5438578589721117,3.5512044292677207,2.0293517934182708,-0.0010354483156245265,1.0771741972504587,0.06517038237198575,0.15480343097695456,False,AAA domain protein
SteCoe_11981,con1,con1A,0.8439704017381809,con,A,2.0254266536700314,2.8693970554082124,3.100003767379131,2.0293517934182708,-0.03863146718019169,1.3284755177833505,0.27294128858212124,0.28372275320386825,False,RCC1 domain protein
SteCoe_1199,con1,con1A,0.894561879274068,con,A,2.0254266536700314,2.9199885329440995,3.1772688181918207,2.0293517934182708,-0.042196067909088635,0.38428626818457384,0.07172723229845973,0.15828278345183516,False,hypothetical protein
SteCoe_12001,con1,con1A,1.7933100954609498,con,A,2.0254266536700314,3.818736749130981,3.5479589749944407,2.0293517934182708,0.03675701892366232,0.8043177075420731,0.1383910985139652,0.1865427372779493,False,GAS2 domain protein
SteCoe_12009,con1,con1A,3.09631901235981,con,A,2.0254266536700314,5.121745666029842,5.58705449286629,2.0293517934182708,-0.04345107014158837,0.7663286976993311,0.3479964832225232,0.35075081741989816,False,UQ_con domain protein
SteCoe_12045,con1,con1A,1.80083515690804,con,A,2.0254266536700314,3.8262618105780715,3.999412982943361,2.0293517934182708,-0.022126037298232027,0.7674033354271778,0.06087836061868537,0.15357880725811787,False,hypothetical protein
SteCoe_12086,con1,con1A,1.25014328445566,con,A,2.0254266536700314,3.2755699381256913,2.918645056063162,2.0293517934182708,0.05762229473748992,0.5569903335305949,0.18741417887294215,0.21831816668564868,False,hypothetical protein
SteCoe_12189,con1,con1A,0.914737007847359,con,A,2.0254266536700314,2.9401636615173903,2.554792412517087,2.0293517934182708,0.07013181612521208,0.6498368073605822,0.06624548078835173,0.15480343097695456,False,SHIPPO-rpt domain protein
SteCoe_12265,con1,con1A,3.00589477814794,con,A,2.0254266536700314,5.031321431817972,5.8916010758410415,2.0293517934182708,-0.0787591089673897,0.29964526425360893,0.10903433248119386,0.17510468293125975,False,zf-DHHC domain protein
SteCoe_12472,con1,con1A,1.17697095473476,con,A,2.0254266536700314,3.2023976084047914,3.3689253152872505,2.0293517934182708,-0.02534158019872457,0.7357216427895682,0.09904275682691797,0.16996713570163244,False,hypothetical protein
SteCoe_12522,con1,con1A,0.6377540014667471,con,A,2.0254266536700314,2.6631806551367783,2.7244269374576886,2.0293517934182708,-0.011367992428605303,1.6998406447130505,0.21985968688014468,0.24302647743289663,False,TPX2 domain protein
SteCoe_1265,con1,con1A,4.39426951020381,con,A,2.0254266536700314,6.419696163873842,6.408139792142421,2.0293517934182708,0.000900882406903597,1.4077893645148192,0.158448731524261,0.19855730767451252,False,ACOX domain protein
SteCoe_12658,con1,con1A,1.16855017305975,con,A,2.0254266536700314,3.1939768267297817,2.976702875017141,2.0293517934182708,0.03521069999000764,0.25821570763068225,0.04329211520721141,0.14692748008469417,True,Kinesin domain protein
SteCoe_12710,con1,con1A,0.527563856135036,con,A,2.0254266536700314,2.5529905098050674,3.119260047125931,2.0293517934182708,-0.09983154510495508,0.5078110294963509,0.05045848261085975,0.15184168251183847,False,hypothetical protein
SteCoe_12737,con1,con1A,3.2392009036142,con,A,2.0254266536700314,5.264627557284232,4.957766155097571,2.0293517934182708,0.030018546616432672,0.48559808906986396,0.0770723812568414,0.16135441909381,False,hypothetical protein
SteCoe_12782,con1,con1A,4.85938624675486,con,A,2.0254266536700314,6.884812900424891,6.551335351126591,2.0293517934182708,0.024819430617684164,0.4345450605532431,0.10034735727962717,0.16999747450754227,False,Citrate_synt domain protein
SteCoe_12813,con1,con1A,3.36317576699374,con,A,2.0254266536700314,5.388602420663771,5.166497699453201,2.0293517934182708,0.021042407810728456,0.621125111377636,0.26763145591659004,0.2793647765308873,False,SWIRM domain protein
