"","A1","A2","A6","P1","P2","P6"
"SteCoe_10529",1363.50539713485,1910.43956043956,266.343244174033,1425.86745017662,1606.04121217421,440.808479375729
"SteCoe_1053",137,176,120,187,189,215
"SteCoe_10530",718,875,406,821,886,679
"SteCoe_10531",107,337,42,118,198,78
"SteCoe_10532",3145.83144403616,3015.73274558312,1049.55795423082,4400.51617128468,3772.75845517539,1333.49934137155
"SteCoe_10533",932,1264,162,1604,1657,273
"SteCoe_10534",840,1377,519,1490,1746,653
"SteCoe_10535",92,68,20,124,89,12
"SteCoe_10536",439,239,49,398,319,39
"SteCoe_10537",32,81,20,134,88,82
"SteCoe_10538",0,0,0,0,3.18367346938776,0
"SteCoe_10539",51543.7203401163,56852.8203364303,11175.4909151711,58689.3723652263,63757.8607163212,15959.2906262005
"SteCoe_1054",30,85,3,28,20,19
"SteCoe_10540",417,319,20,373,421,16
"SteCoe_10541",169,154,103,214,229,190
"SteCoe_10542",1123,887,574,1470,909,1322
"SteCoe_10543",0,0,0,0,0,0
"SteCoe_10544",632,487,155,717,509,257
"SteCoe_10545",1,0,0,0,1,0
"SteCoe_10546",2.06124852767962,0,3.08152173913043,2.05106382978723,3.08075040783034,1.04129263913824
"SteCoe_10547",134,219,80,135,225,224
"SteCoe_10548",186,256,93,291,293,233
"SteCoe_10549",945.763113367174,1071.72907153729,322.126984126984,1045.59138068635,1284.125382263,699.951338199513
"SteCoe_1055",6,5,8,7,3,0
"SteCoe_10550",16,14,2,11,22,0
"SteCoe_10551",367,402,304,386,452,372
"SteCoe_10552",435,203,82,538,365,183
"SteCoe_10553",350.702997275204,480.987944544907,159.0675,468.132352941176,568.585947302384,144.294360385144
"SteCoe_10554",122,127,36,171,149,146
"SteCoe_10555",0,0,0,0,0,0
"SteCoe_10556",0,0,0,0,0,0
"SteCoe_10557",10,51,2,51,65,0
"SteCoe_10558",1005,1196,592,1043,1099.25834508698,749.780952380952
"SteCoe_10559",34,96.3542435424354,22.2857142857143,87.5,85.4927536231884,61.6216216216216
"SteCoe_10560",1205,1186,205,1338,1325,167
"SteCoe_10561",10,7,0,37,18,0
"SteCoe_10562",16,9,0,14,20,2
"SteCoe_10563",3398.02153294027,4510.95525330179,1194.54151624549,3788.24727272727,4252.93219278114,1325.04859335038
"SteCoe_10564",9,45,6,47,70,80
"SteCoe_10565",46.2669821553881,30.3944201848414,5,74.5398195609602,113.416291897694,1
"SteCoe_10566",4986.09957958948,6975.05007082589,1580.36206430694,5948.6547429399,6215.37430626927,1365.89997612795
"SteCoe_10567",229,359,41,319,361,63
"SteCoe_10568",1,1,0,0,0,0
"SteCoe_10569",1987,2694,546,2270,2544,973
"SteCoe_1057",98.1685823754789,82.9090909090909,144,112.801857585139,82.1725888324873,181.576856649395
"SteCoe_10570",26,19,11,43,43,93
"SteCoe_10571",127,116,18,221,203,59
"SteCoe_10572",8,23,10,24,63,43
"SteCoe_10573",624,899,399,808,970,531
"SteCoe_10574",369,591,176,624,594,252
"SteCoe_10575",70,107,17,104,140,90
"SteCoe_10576",102,114,34,88,137,76
"SteCoe_10577",72,50,36,107,96,73
"SteCoe_10578",0,0,0,0,1,0
"SteCoe_10579",1250,1665,270,1331,1998,578
"SteCoe_1058",68,114,64,77,137,89
"SteCoe_10580",33,100,21,70,101,124
"SteCoe_10581",97,77,27,110,174,66
"SteCoe_10582",299,277,49,393,309,34
"SteCoe_10583",547.142532643682,1012.43009572137,73.7441821668838,790.143003910581,1384.85212593628,77.5463345958501
"SteCoe_10584",38,39,6,38,18,23
"SteCoe_10585",15,7,2,12,31,16
"SteCoe_10586",1993.32852289909,2253.71709379477,654.377224342176,3367.4504555008,3104.56612975941,1276.8893336603
"SteCoe_10587",661,766,262,733,820,245
"SteCoe_10588",96,166,64,155,147,130
"SteCoe_10589",3112.90859641653,3873,1756.72422963282,3337,3633.77691482318,2709.71951769259
"SteCoe_1059",4,8,0,23,15,19
"SteCoe_10590",612.980484455239,550.665168111745,28.3487682016241,770.025356875119,799.606216633733,96.5163059231527
"SteCoe_10591",16,16,21,10,8,44
"SteCoe_10592",563,729,500.487672168614,593,698.313851635617,498
"SteCoe_10593",628,673,184,895,847,231
"SteCoe_10594",209,336,76,245,415,98
"SteCoe_10595",0,0,1,0,0,0
"SteCoe_10597",9429,1867,2098,28830,5809,2923
"SteCoe_10598",0,0,0,0,0,0
"SteCoe_10599",819,725,280,923,676,403
"SteCoe_106",1020,1240,270,1120,1270,261
"SteCoe_10600",15317,19222.5179996302,6830.56267351708,16311.5213927433,17491.5225032146,7764
"SteCoe_10601",8.50746268656716,2.19553072625698,0,15.9507042253521,6.48,2.2843137254902
"SteCoe_10603",552,774,198,803,906,299
"SteCoe_10604",107,132,12,215,254,31
"SteCoe_10605",809,1224,88,932,1366,194
"SteCoe_10606",1096.82407875676,1490.8113445811,504.220805794834,1149.02535561703,1328.58807702016,664.900304576091
"SteCoe_10607",853,1090,204,1041,998,199
"SteCoe_10608",2930,4003,1188,3384,3903,2116
"SteCoe_10609",1313.71567926282,957.660978501084,559.392001386685,2129.01893096945,1317.03333087519,1005.25451506112
"SteCoe_1061",0,1,0,0,25,0
"SteCoe_10611",244,324,12,218,280,162
"SteCoe_10612",110.956727065999,580.834571507506,32.7452841238098,236.562710381656,949.685933841701,73.4988276760541
"SteCoe_10613",341,589,116,447,776,169
"SteCoe_10614",4190,5348,2392,4553,4831,3139
"SteCoe_10615",588.382289906055,923.117421775296,417.135054774308,956.343072214827,1061.72496627413,620.706872968059
"SteCoe_10616",176,284,79,321,258,178
"SteCoe_10617",20,16,24,11,40,36
"SteCoe_10618",347,629,53,463,507,92
"SteCoe_1062",274,342,4,357,422,1
"SteCoe_10620",45847.9669322037,61528.9863834393,41546.8733579878,52713.9918364368,55046.9778432987,61648.9302713743
"SteCoe_10623",0,1,0,0,0,0
"SteCoe_10624",638,1025,342,968,1125,505
"SteCoe_10625",229,174,51,325,231,106
"SteCoe_10626",83,57,54,180,185.469543147208,120
"SteCoe_10627",2984,5177,1994,4406,6474,3889
"SteCoe_10628",170,303,108,190,182,34
"SteCoe_10629",45,98,16,72,105,43
"SteCoe_1063",90,164,56,116,170,120
"SteCoe_10630",0,0,0,0,0,0
"SteCoe_10631",0,0,0,0,0,0
"SteCoe_10632",2135.99953183521,3097,1491,2654.9992464205,3287.99332726721,3136
"SteCoe_10633",528,593,184,653,789,388
"SteCoe_10634",0,0,0,0,0,0
"SteCoe_10635",540,835,240,668,873,371
"SteCoe_10636",206,341,69,299,284,54
"SteCoe_10638",379,459,104,305,390,83
"SteCoe_10639",0,0,0,0,0,0
"SteCoe_10640",148155,196375,34096,162898,209512,61214
"SteCoe_10641",11,43,0,24,14,1
"SteCoe_10643",131,210,52,210,261.730844981657,72
"SteCoe_10644",1556.84745762712,1891.50557620818,1081.74948000924,1681.68039591315,1810.20691955776,2103.62079002079
"SteCoe_10645",109,112,25,218,153,18
"SteCoe_10646",0,0,0,0,0,1
"SteCoe_10647",33,66,11,77,133,39
"SteCoe_10648",76,104,31,90,91,24
"SteCoe_10649",413,654,197,668,593,255
"SteCoe_1065",80,102,30,120,110,103
"SteCoe_10650",2124,2595,817,2178,2768,1239
"SteCoe_10651",139,91,33,136,78,43
"SteCoe_10652",848,1179,358,1668,1515,1039
"SteCoe_10653",8,21,0,41,27,0
"SteCoe_10655",0,0,0,1,0,0
"SteCoe_10656",707,923,333,986,1008,628
"SteCoe_10657",28,21,19,10,17,9
"SteCoe_10658",128,218,96,170,236,176
"SteCoe_10659",196,165,92,134,256,128
"SteCoe_1066",158.683982683983,145.514184397163,40,162,223,101
"SteCoe_10660",37,54,43,41,81,32
"SteCoe_10661",83,63,20,85,56,21
"SteCoe_10663",6804.49562420456,8635.36049756851,6879.25768417542,8154.04885307786,7979.29407630161,9767.14354114503
"SteCoe_10664",463,530,139,717,643,292
"SteCoe_10665",147,185,20,294,277,85
"SteCoe_10666",217,274,112,335,270,199
"SteCoe_10667",642.486857142858,501.287524366472,1740.04606525934,643.518604651165,483.241346153847,819.288662093695
"SteCoe_10668",0,0,0,0,0,0
"SteCoe_10669",168,231,68,251,216,192
"SteCoe_1067",132,174,8,149,189,71
"SteCoe_10670",0,0,0,0,0,0
"SteCoe_10671",0,0,0,0,0,0
"SteCoe_10673",47,102,18,42,108,1
"SteCoe_10674",110,120,59,249,225,140
"SteCoe_10675",67,84,57,105,94,62
"SteCoe_10676",976,1283,137,1328,1357,262
"SteCoe_10678",952,632,175,950,588,201
"SteCoe_1068",1578,1730,664,1818,1764,842
"SteCoe_10680",20,15,5,5,34,1
"SteCoe_10681",1629,2255,569,2117,2313,987
"SteCoe_10683",37,94,26,40,89,36
"SteCoe_10684",2,0,0,1,5,0
"SteCoe_10685",191,300,69,269,346,152
"SteCoe_10686",113,165,28,128,215,78
"SteCoe_10688",183.615384615385,249.393442622951,139.830508474576,303.556900726392,301.045606229144,180.398891966759
"SteCoe_10689",14,4,30,10,16,54
"SteCoe_1069",64,78,25,79,123,69
"SteCoe_10690",1813,2655,871,2088,2581,1104
"SteCoe_10691",1,0,0,0,0,0
"SteCoe_10692",0,0,0,0,1.0007745933385,0
"SteCoe_10693",103,154,67,166,131,153
"SteCoe_10694",924,892,304,1511,1218,658
"SteCoe_10695",58,134,47,191,250,125
"SteCoe_10696",22,47,10,31,38,6
"SteCoe_10697",88,190,42,213,228,152
"SteCoe_10698",22,29,9,34,16,38
"SteCoe_10699",0,1,0,0,2,1
"SteCoe_107",609,582,106,844,654,336
"SteCoe_1070",260,230,100,234,240,141
"SteCoe_10701",32,27,5,66,49,15
"SteCoe_10702",47,13,2,14,39,7
"SteCoe_10703",54,57,36,42,43,21
"SteCoe_10704",1368,1925,769,1529,1807,1053
"SteCoe_10705",1394,1911,1583,1845,1992,3065
"SteCoe_10706",126,86,33,141,133,124
"SteCoe_10707",218,263,78,245,272,95
"SteCoe_10708",286,280,103,396,380,91
"SteCoe_10709",196,194,66,328,284,112
"SteCoe_1071",252,189,63,468,355,162
"SteCoe_10710",0,0,0,0,3,0
"SteCoe_10711",1019,1420,253,1889,2292,790
"SteCoe_10712",2014,2609,702,2070,2539,1039
"SteCoe_10713",169,121,72,221,151,140
"SteCoe_10714",1,1,0,0,0,1
"SteCoe_10715",2270,2712,845,2740,2910,1598
"SteCoe_10716",186,281,67,291,212,79
"SteCoe_10717",43,93,16,97,83,47
"SteCoe_10718",185,183,88,139,172,114
"SteCoe_10719",1782,1760,714,2381,1998,818
"SteCoe_1072",0,0,0,0,0,0
"SteCoe_10720",72,139,69,138,222,100
"SteCoe_10723",902,1135,364,1083,1143,574
"SteCoe_10724",513,707,182,932,872,409
"SteCoe_10725",69,114,20,123,108,16
"SteCoe_10726",0,0,0,0,0,0
"SteCoe_10727",0,0,0,0,0,0
"SteCoe_10728",326,321,96,394,310,211
"SteCoe_10729",46,74,17,92,63,8
"SteCoe_10730",232,255,143,229,245,187
"SteCoe_10731",4162.70959431882,5504.72888454004,1843.12272734633,4716.55554788321,5008.09682440177,3618.67686980753
"SteCoe_10733",9166,9615,3785,11021,10365,5616
"SteCoe_10735",150,262,33,265,316,62
"SteCoe_10736",179,344,84,267,346,166
"SteCoe_10737",576,532,69,553,481,34
"SteCoe_10738",1740,1947,489,1865,1939,977
"SteCoe_10739",345,471,144,597,491,148
"SteCoe_1074",46.575,77,18,91.7520661157025,104,88.6299212598425
"SteCoe_10740",82,203,87,122,216,196
"SteCoe_10741",16,25,27,57,45,60
"SteCoe_10742",329,386,111,333,386,153
"SteCoe_10743",269,308,112,357,371,475
"SteCoe_10745",0,0,0,0,0,0
"SteCoe_10746",622,703,154,533,588,248
"SteCoe_10747",739,947,214,904,1185,146
"SteCoe_10748",857,921,451,1898,1292,770
"SteCoe_10749",166,367,138,213,490,341
"SteCoe_1075",87,165,43,130,154,90
"SteCoe_10750",0,0,0,0,0,0
"SteCoe_10751",871,1047.66605913275,382,1244.3512687076,1313,556
"SteCoe_10752",31,81,26,80,174,97
"SteCoe_10753",6622.97673003802,9218,4194,7994.99307392016,9002,8614.99062792877
"SteCoe_10754",6864.9236553906,6936.07422001992,462.56686306547,7738.82283721632,7838.64172417365,426
"SteCoe_10755",123,166.294878570302,50,206,160,71
"SteCoe_10756",61,119,26,90,177,21
"SteCoe_10757",87,124,26,163,135,52
"SteCoe_10758",8217.99317738791,11126.9978421147,6215.96948185485,9038.99867080195,9710.98351365276,7804.99756003596
"SteCoe_10759",66,150,44,70,249,95
"SteCoe_1076",6930,8882,4056,7514,7903,6022
"SteCoe_10760",205,294,67,472,233,107
"SteCoe_10762",105,180,39,80,157,41
"SteCoe_10763",12.3243243243243,75.8968253968254,23,42.4242424242424,18.8571428571429,17.2340425531915
"SteCoe_10764",1430.56407170545,1110,291,1453,1340,371
"SteCoe_10765",126,77,15,225,128,70
"SteCoe_10766",980,1235,498,1415,1433,960
"SteCoe_10767",180,336,62,268.460481099656,313,86
"SteCoe_10768",428,671,169,592,617,188
"SteCoe_10769",1133,1518,737,1331,1414,922
"SteCoe_1077",1022,1308,218,1417,1609,466
"SteCoe_10770",0,1,0,0,1,0
"SteCoe_10771",0,0,0,1,3,0
"SteCoe_10773",8,11,3,4,3,2
"SteCoe_10774",103,161,74,73,167,203
"SteCoe_10775",9,11,4,24,41,0
"SteCoe_10776",371,423,89,447,616,248
"SteCoe_10777",152,230,60,212,310,96
"SteCoe_10778",99,142,81,104,136,110
"SteCoe_10779",35,30,22,32,28,51
"SteCoe_1078",0,1,0,0,0,0
"SteCoe_10780",173,271.46925566343,38.4470588235294,318.885793871866,350.47,65
"SteCoe_10781",1298,1816.08791473538,353,1917,2363.58632761312,587
"SteCoe_10783",204,190,37,391,234,120
"SteCoe_10785",1051,1343.99856860508,403,975.991120165635,1170,598
"SteCoe_10786",1554,2321,1128,1893,2060,1532
"SteCoe_10787",0,0,0,0,0,0
"SteCoe_10788",323,489,59,390,541,128
"SteCoe_10789",85,98,36,96,79,34
"SteCoe_1079",1012,1845,930,1771,1875,2220
"SteCoe_10790",85,85,10,48,49,13
"SteCoe_10791",330,575,204,585,678,457
"SteCoe_10792",0,0,1,0,0,0
"SteCoe_10793",3351.55266395894,2605.48840914202,3403.42685076755,5977.87903489268,4815.92642280145,6858.45866245255
"SteCoe_10794",564,844,212,846,770,254
"SteCoe_10795",58,57,28,98,70,67
"SteCoe_10796",392,592,104,407,485,248
"SteCoe_10797",420,260,9,461,360,8
"SteCoe_10798",1124,1441,394,1320,1098,406
"SteCoe_10799",0,0,0,0,0,0
"SteCoe_1080",16,20,13,31,25,31
"SteCoe_10800",484,578,115,432,700,117
"SteCoe_10801",1632.42741931322,1192.36774211419,804.955554291006,1587.30875183204,1199.63450519982,1337.68785940283
"SteCoe_10802",1472,1119,450.881019187029,1460.44125746586,1031.39055940639,580.21416854857
"SteCoe_10804",126,179,99,255,234,222
"SteCoe_10805",308,541.819037656904,101.765151515152,614.067864271457,566.6472303207,221
"SteCoe_10806",154,231,47,242,281,111
"SteCoe_10807",8,4,4,23,17,19
"SteCoe_10808",180,185,50,375,241,131
"SteCoe_10809",0,0,0,0,0,0
"SteCoe_1081",447,378,60,523,616,66
"SteCoe_10810",225,343,160,389,576,426
"SteCoe_10811",118,150.560808574578,40,191,181,37.5013219682059
"SteCoe_10812",1019,1129,1699.89072780893,1396,1518.91589475495,2556.12625291614
"SteCoe_10813",3078.50361521534,3573.90527740189,894.864253393665,3366.70358306189,3667.60196687371,1513.230672533
"SteCoe_10814",80,119,39,145,107,104
"SteCoe_10815",0,0,0,2,0,0
"SteCoe_10816",0,0,0,0,0,0
"SteCoe_10817",135,227,87,147,220,109
"SteCoe_10818",0,0,0,0,0,0
"SteCoe_10819",0,0,0,0,0,0
"SteCoe_1082",729,1046,245,877,1296,515
"SteCoe_10820",10,18,0,25,15,0
"SteCoe_10821",57,88,52,92,104,65
"SteCoe_10822",52.4765568606667,137.599832842439,11,111,118,58
"SteCoe_10823",17,7,0,9,30,0
"SteCoe_10824",132,214,183,227,259,474
"SteCoe_10825",2529,4932,919,3409,6268,1712
"SteCoe_10826",0,0,0,0,0,0
"SteCoe_10827",135,140,29,169,139,25
"SteCoe_10828",2277.58694197222,2139.0490602678,516.380235021978,2350.3689722149,2292.13895040881,733.726055053347
"SteCoe_10829",1110,960,834,1308.97817936451,1098.96580175163,1594
"SteCoe_10830",280,477,252,249,430,324
"SteCoe_10831",1445,1892,562,2844,2839,1113
"SteCoe_10832",27,26,15,57,17,41
"SteCoe_10833",268,464,72,520,605,201
"SteCoe_10834",5524,6735,1732,6618,7862,2602
"SteCoe_10835",1064,1427,513,1149,1487,984
"SteCoe_10836",881,762,222,1072,886,435
"SteCoe_10837",0,0,0,0,0,0
"SteCoe_10838",28,46,24,61,42,55
"SteCoe_10839",73,50,26,85,68,65
"SteCoe_1084",1807.60143578681,2109.99345375754,959.103954645288,1977.13873746514,2128.2244467084,1311.38668909123
"SteCoe_10840",768,959,285,827,860,476
"SteCoe_10841",3767,5053,1211,4500,5064,1837
"SteCoe_10842",371,267,64,390,476,191
"SteCoe_10843",634,1007,536,921,1011,549
"SteCoe_10844",0,0,0,0,0,0
"SteCoe_10845",151,148,9,125,197,10
"SteCoe_10846",247,268,63,264,255,117
"SteCoe_10847",6,17,19,24,27,3
"SteCoe_10848",0,0,0,0,0,0
"SteCoe_10849",988,1306,234,1183,914,242
"SteCoe_1085",181,443,104,321,316,171
"SteCoe_10850",6,0,8,6.00377833753149,3,21
"SteCoe_10851",217,285,77,329,261,217
"SteCoe_10852",378,409,172,564,452,228
"SteCoe_10853",711,912,332,773,708,449
"SteCoe_10854",552,756,318,802,925,574
"SteCoe_10855",1,4,0,0,0,0
"SteCoe_10856",354,443,516.452750352609,466.215277777778,570.786206896552,629
"SteCoe_10857",343,647,187,415,625,280
"SteCoe_10858",742,1050,281,916,1297,398
"SteCoe_10859",45,95,18,122,121,12
"SteCoe_1086",735,1049,236,955,1145,249
"SteCoe_10861",320,250,163,328,359,265
"SteCoe_10862",28,46,30,73,66,67
"SteCoe_10864",52,78,123,77,84,109
"SteCoe_10865",0,0,2,0,0,0
"SteCoe_10866",0,0,0,0,0,0
"SteCoe_10867",467,603,180,825,737,267
"SteCoe_10868",200,240,117,368,328,291
"SteCoe_10869",1561,1741,271,1578,1758,398
"SteCoe_1087",0,0,0,0,0,0
"SteCoe_10870",280.343541382648,246.198609463225,62.1967404660984,262.408826592782,235.498443291439,54
"SteCoe_10871",0,1,0,0,0,0
"SteCoe_10872",352,332,92,689,446,263
"SteCoe_10873",251,310,80,209,238,109
"SteCoe_10874",0,0,0,0,0,0
"SteCoe_10875",0,0,0,0,5,0
"SteCoe_10877",196.451612903226,188.550898203593,103.8,262.467289719626,280.378378378378,82.62
"SteCoe_10879",160,131,168,172,155,156
"SteCoe_1088",137,164,66,174,171,176
"SteCoe_10881",371,381,226,496,437,231
"SteCoe_10882",20,17,9,6,19.1693254236415,57
"SteCoe_10883",4,8,9,26,23,4
"SteCoe_10884",309,319,126,549,559,249
"SteCoe_10885",144,213,60,201,246,142
"SteCoe_10886",44,59,27,165,135,25
"SteCoe_10887",114,104,47,197,132,113
"SteCoe_10888",0,0,0,0,0,0
"SteCoe_10889",250,310,90,260,410,102
"SteCoe_1089",435,777,183,634,1217,472
"SteCoe_10890",21,42,27,41,36,44
"SteCoe_10891",117,205,83,188,238,126
"SteCoe_10892",91,119,61,144,205,109
"SteCoe_10893",176,163,21,239,250,57
"SteCoe_10894",40,28,25,46,54,11
"SteCoe_10895",380,376,178,370,282,235
"SteCoe_10896",2804,1270,1116,4882,1275,2509
"SteCoe_10897",557,422,222,1063,749,445
"SteCoe_10898",6991,6199,2362,8054,7327,4410
"SteCoe_10899",593,675,127,797,714,449
"SteCoe_1090",483,375,121,673,417,131
"SteCoe_10900",1449,1951,405,2604,1868.2384836129,694
"SteCoe_10901",95,66,19,225,85,61
"SteCoe_10902",50,33,22,22,44,24
"SteCoe_10903",0,0,0,1,0,0
"SteCoe_10904",10648.6732520451,13518.8097361731,2342.43453971338,11442.9847158332,13769.1143948199,3399.24290440536
"SteCoe_10905",0,0,0,0,0,0
"SteCoe_10906",14,8,0,16,37,14
"SteCoe_10907",116,120,22,145,109,104
"SteCoe_10908",87,138,27,142,152,23
"SteCoe_10909",226,313,64,323,435,229
"SteCoe_1091",84,116,18,130,70,30
"SteCoe_10910",0,0,0,0,0,0
"SteCoe_10911",0,0,0,0,0,0
"SteCoe_10912",1401.57968970381,1947.65934065934,579.704944178628,2424.21790540541,2824.31175228712,1662.26545454545
"SteCoe_10913",1021,1558,280,1834,1856,677
"SteCoe_10914",355,366,117,490,503,171
"SteCoe_10915",7271.67534493101,8711.63614088821,1283.53685674548,7759.68859701493,8896.11778721641,2285.58081705151
"SteCoe_10916",523,421,100,868,692,316
"SteCoe_10917",10071,10398,3633,9123,10542,4043
"SteCoe_10918",25,17,6,26,23,48
"SteCoe_10919",344,362,186,458,361,455
"SteCoe_1092",109,104,85,201,145,146
"SteCoe_10920",0,0,0,0,0,0
"SteCoe_10921",650.426786906871,699.873717833139,259.143563461825,820.377336790706,694.153208813617,381.16941094614
"SteCoe_10923",147,147,54,179,208,46
"SteCoe_10924",45,39,8,74,55,0
"SteCoe_10925",0,0,0,0,0,0
"SteCoe_10926",28,30,15,12,49,15
"SteCoe_10927",95,243,62,139,270,120
"SteCoe_10929",36,23,6,48,46,45
"SteCoe_1093",19,26,19,59,32,28
"SteCoe_10930",8,2,0,8,15,0
"SteCoe_10931",2565.08417499093,3318.45663600419,1017.83719959609,2930.25042145525,3437.33799011294,1908.47671442232
"SteCoe_10932",68,151,10,102,195,89
"SteCoe_10933",41,54,25,31,41,37
"SteCoe_10934",1,0,0,0,0,0
"SteCoe_10935",206,229,101,381,254,188
"SteCoe_10936",126,154,71,272,165,168
"SteCoe_10937",0,0,0,0,0,0
"SteCoe_10938",7,26,2,3,75,5
"SteCoe_10939",67,99,10,80,156,28
"SteCoe_1094",186,261,51.7476779422313,297.573157880689,243.362123369722,90
"SteCoe_10940",105,178,39,138,150,90
"SteCoe_10941",387,450,105,483,445,79
"SteCoe_10942",176,132,19,110,81,67
"SteCoe_10943",0,1,1,2,0,0
"SteCoe_10944",55,48.2923614060638,9.30146310768542,61.1488614050395,65.1162493547341,3
"SteCoe_10945",37,50,10,45,37.1978609625668,0
"SteCoe_10946",92.3538461538461,136.831804281346,26,179.376050420168,117.317934782609,34.7195767195767
"SteCoe_10947",2,101,8,7,172,0
"SteCoe_10948",22.9065934065934,40.9180327868852,27.9847328244275,23.7157676348548,23.4129263913824,84
"SteCoe_10949",1672.84204174812,1943,706,2032.84847130663,2227.41193228486,911
"SteCoe_1095",4344.61845122597,5294.0313119864,2635.8761410417,4405.46971466711,4880.77578268877,3746.2759647599
"SteCoe_10950",47,62,10,66,57,14
"SteCoe_10951",2,2,0,0,0,0
"SteCoe_10952",0,0,0,0,0,0
"SteCoe_10953",4,0,0,0,0,0
"SteCoe_10954",81,92,34,94,76,43
"SteCoe_10955",2007.49598418386,1820,460,2277.04367763384,1637,351
"SteCoe_10956",104.071458037281,206.764406232954,119,156.164856705969,204.18991379447,129.236135589715
"SteCoe_10958",55,72,18,84,86,90
"SteCoe_10959",46,30,4.00842510569821,50.0457934540601,28,23
"SteCoe_1096",21814,25558,5562,24703,27561,8125
"SteCoe_10960",565,828,264,1056,965,823
"SteCoe_10961",27,44,30,63,42,23
"SteCoe_10962",129.446576421369,225.189363016945,34.4896814776148,216.876342284857,220.374725113987,70.4435139674904
"SteCoe_10964",2278.29108698976,2688.29854809437,1150.22091194969,2478.36481307397,2492.5299028329,1731.51576039181
"SteCoe_10965",520.586298334477,624.592100771991,178.42970764418,592,763.167365440487,351.364016184514
"SteCoe_10966",0,0,0,0,0,0
"SteCoe_10967",0,0,0,0,0,0
"SteCoe_10968",18,28,7,33,30,20
"SteCoe_10969",168,243,116,287,288,220
"SteCoe_1097",64,80,15,109,93,14
"SteCoe_10970",77,48,5,70,75,9
"SteCoe_10971",9502.85631768953,12523.9083812978,6957.50409779136,11887.9552424368,11597.9379222973,12700.8100686499
"SteCoe_10972",0,0,0,0,0,0
"SteCoe_10973",0,0,0,1,0,0
"SteCoe_10974",1621.98132108353,1501.52107701087,683,1867.74613282656,1511,1258.79868381828
"SteCoe_10975",0,0,0,0,0,0
"SteCoe_10976",0,0,0,0,0,0
"SteCoe_10977",1380,1877,444,1977,2254,726
"SteCoe_10978",120.556291390728,277.569230769231,120.837398373984,342.982885085575,540.460606060606,207.512048192771
"SteCoe_10979",2060.40841952219,2307.13988600534,1399.33355591062,2032.2039721804,2230.24863418441,1486.58444166293
"SteCoe_1098",50,43,12,67,119,20
"SteCoe_10980",160,181,115,428,373,189
"SteCoe_10981",388,414,255,548,564,334
