"","A1","A2","A6","P1","P2","P6"
"SteCoe_10237",0,0,0,0,0,0
"SteCoe_10238",0,0,0,0,0,0
"SteCoe_10239",1683.81495125872,1871.34787853548,1628.39093431812,1804.41616157338,1713.08498528856,1834.23164253509
"SteCoe_1024",277.379112038276,329.440041215569,356.244291347449,453.950823888994,409.590203077785,381.888804744309
"SteCoe_10240",68.2201001498994,74.4341564058277,73.2499948517889,75.914533142413,77.8118188211128,71.6658275900205
"SteCoe_10241",172.156827731462,199.694815401741,207.038088962898,291.492965509218,257.13457115801,271.56745085352
"SteCoe_10242",128.550064838223,108.819016363076,112.442608032155,125.464735655679,138.728772914582,129.698460476332
"SteCoe_10244",50.6542544899924,56.5436087751503,50.7331711828824,74.7600851609566,65.2334077235896,77.4329957809321
"SteCoe_10245",71.4329920220195,44.5535678612952,65.6228566636587,82.3054939256214,107.505339589132,99.037662260858
"SteCoe_10246",620.850851347128,761.710544183908,723.692107138515,1112.80314794306,935.656955377256,1046.09175599928
"SteCoe_10247",12.2709876465604,24.1279222221103,24.1497128952293,41.7748211193536,25.1068848021174,30.5267825759659
"SteCoe_10248",0,0,0,0,0,0
"SteCoe_10249",0,0,0,0,0,0
"SteCoe_1025",297.285444708553,293.641220493749,275.114599433005,295.489601571938,305.705832226951,311.9462470361
"SteCoe_10251",0,0,0,0,0,0
"SteCoe_10253",23.2564192127485,11.4381026628165,32.2245208826494,38.4801328096746,55.291430153732,37.8310112722599
"SteCoe_10254",244.65506303534,267.526741329415,234.677189545513,277.800115779147,252.229024475211,271.184338352037
"SteCoe_10256",754.282340077355,736.119726541233,720.047753280577,842.689699266564,861.655491357569,867.608036832725
"SteCoe_10257",0,0,0,0,0,0
"SteCoe_10258",0,0,0,0,0,0
"SteCoe_10259",459.682279573211,507.666564739816,465.992186078612,538.292195715818,504.726935963425,532.23770158513
"SteCoe_10263",22,59,31,42,70,31
"SteCoe_10264",168.416092658388,196.764245386226,183.075891049711,226.895307039965,192.674700958308,205.648344736618
"SteCoe_10265",94.3239739824657,71.0930838708442,100.459192959901,93.5437716036867,122.313757251013,94.0487316090824
"SteCoe_10266",0,0,0,0,0,0
"SteCoe_10267",159.960686212093,169.39038060116,186.371926407104,250.578114915496,231.263890543184,225.896608545141
"SteCoe_10268",0,0,0,0,0,0
"SteCoe_10269",0,0,0,0,0,0
"SteCoe_1027",95.8125119475875,104.877666614688,91.6142800917568,158.194105450628,148.379306312671,183.926777260103
"SteCoe_10270",45.5681692176961,48.6326960969211,32.3305011475329,32.9799536391051,32.0369916961389,50.7157118848386
"SteCoe_10271",438.005600376782,522.107879722831,511.765390662474,650.727882758737,573.583431266908,610.979026451995
"SteCoe_10273",0,0,0,0,0,0
"SteCoe_10274",25.5468591754044,49.5716590469152,46.2174985138574,52.6419633519584,31.4935174774987,39.0655340709073
"SteCoe_10275",181.632198104332,191.933126566067,161.36103420942,159.399634473792,149.132371462756,167.747757731
"SteCoe_10276",2332.58714084055,2416.40973282219,2250.67299317298,2599.31975450833,2579.86237183437,2516.1083047865
"SteCoe_10277",4778.30699409094,5181.52747189194,4463.94545440622,5327.25855041939,4998.49770881065,5973.12392345257
"SteCoe_10278",432.233238196212,480.622457728251,427.213843932502,527.491464540211,462.056365493318,520.067962680385
"SteCoe_10279",2.44243248064328,5.00007179955131,3.95948508456669,12.1917729929683,8.83474185125814,13.2723180690582
"SteCoe_1028",50.3538875600449,64.318485711062,46.0796644653685,72.5501770752002,59.4246979310789,82.9394428011978
"SteCoe_10280",0,0,0,0,0,0
"SteCoe_10281",337,340,28,398,482,28
"SteCoe_10285",50.4115949566622,55.6061352374312,41.565449603577,58.8999110706472,56.5874610014653,77.6453111107844
"SteCoe_10288",2119.7461527623,1951.2644320942,1776.92969693281,2117.40167441497,2300.65767374691,2497.59351322741
"SteCoe_10289",429.424797295967,468.009994067996,445.240370339802,519.876508162603,481.617087775475,564.750731146565
"SteCoe_1029",100.557033986231,129.910423340321,94.3507139301348,114.422000050497,82.0189169627523,119.5090284814
"SteCoe_10290",427.20084203044,450.664638682426,469.614000804616,540.322866956182,526.589464653068,520.444167261368
"SteCoe_10292",95.9975756222726,108.426955158746,95.2255378674893,111.149280837031,96.4935167100239,111.682143351117
"SteCoe_10293",132.126038281059,152.485426865454,122.864162133807,151.201524694738,133.373498705156,174.755532171221
"SteCoe_10295",79.9928378959828,83.2813306955668,66.3663316066063,53.557427757786,47.4503621133913,65.5621581482028
"SteCoe_10296",55.7995215698469,74.6744312880924,68.0410808848104,91.9075294695699,72.710773660532,79.1162021500057
"SteCoe_10297",24.9975870219169,15.1687305879864,19.0736742705819,17.1475586946603,25.4626057230669,22.2436714523525
"SteCoe_10298",50.4231558559469,44.9109376222542,40.4554734705207,41.8384873842858,46.8655487118193,50.8584663988786
"SteCoe_10299",0,2,0,0,0,0
"SteCoe_1030",103.2037534318,125.935793675967,128.562227089214,199.579638214654,159.448291915543,177.160739266302
